transaction_id,account_id,member_id,transaction_type,amount,timestamp,recipient,channel
T0049474,ACC01378,M01378,Deposit,5446.91,2025-11-12T22:57:09,,Branch
T0048559,ACC01353,M01353,Deposit,18444.76,2025-11-12T23:04:11,,Branch
T0041228,ACC01149,M01149,Withdrawal,15658.31,2025-11-12T23:12:04,,Branch
T0033166,ACC00939,M00939,Withdrawal,4565.92,2025-11-12T23:15:19,,Branch
T0037972,ACC01070,M01070,Withdrawal,10272.87,2025-11-12T23:16:37,,Branch
T0043985,ACC01225,M01225,Withdrawal,1069.04,2025-11-12T23:21:22,,Branch
T0034085,ACC00959,M00959,Deposit,1893.93,2025-11-12T23:25:31,,Branch
T0039816,ACC01113,M01113,Deposit,5624.1,2025-11-12T23:26:57,,Branch
T0023257,ACC00652,M00652,Deposit,7944.41,2025-11-12T23:37:45,,Branch
T0022000,ACC00615,M00615,Withdrawal,17845.89,2025-11-12T23:43:18,,Branch
T0030637,ACC00855,M00855,Deposit,17582.01,2025-11-12T23:45:52,,Branch
T0053493,ACC01475,M01475,Deposit,2082.99,2025-11-12T23:57:25,,Branch
T0004581,ACC00131,M00131,Deposit,10296.25,2025-11-13T00:00:07,,Branch
T0014602,ACC00413,M00413,Withdrawal,17926.7,2025-11-13T00:02:16,,Branch
T0025668,ACC00717,M00717,Withdrawal,3579.8,2025-11-13T00:03:15,,Branch
T0050458,ACC01401,M01401,Withdrawal,2958.14,2025-11-13T00:08:56,,Branch
T0048823,ACC01362,M01362,Deposit,2628.93,2025-11-13T00:09:19,,Branch
T0002872,ACC00080,M00080,Deposit,5470.61,2025-11-13T00:15:18,,Branch
T0051376,ACC01424,M01424,Withdrawal,23678.41,2025-11-13T00:17:44,,Branch
T0024817,ACC00692,M00692,Deposit,2387.9,2025-11-13T00:35:57,,Branch
T0000565,ACC00017,M00017,Deposit,20203.13,2025-11-13T00:41:27,,Branch
T0031248,ACC00873,M00873,Deposit,37731.17,2025-11-13T00:49:40,,Branch
T0014086,ACC00400,M00400,Deposit,2892.34,2025-11-13T00:58:26,,Branch
T0018299,ACC00507,M00507,Deposit,18637.86,2025-11-13T00:59:57,,Branch
T0047164,ACC01316,M01316,Withdrawal,2786.84,2025-11-13T01:01:45,,Branch
T0024818,ACC00692,M00692,Deposit,1635.51,2025-11-13T01:02:51,,Branch
T0034851,ACC00984,M00984,Deposit,2076.46,2025-11-13T01:05:53,,Branch
T0027036,ACC00753,M00753,Deposit,2198.39,2025-11-13T01:07:52,,Branch
T0046877,ACC01309,M01309,Deposit,19731.13,2025-11-13T01:21:05,,Branch
T0035731,ACC01009,M01009,Withdrawal,22806.89,2025-11-13T01:29:12,,Branch
T0027092,ACC00754,M00754,Withdrawal,1177.58,2025-11-13T01:38:47,,Branch
T0052282,ACC01448,M01448,Withdrawal,10720.12,2025-11-13T01:53:23,,Branch
T0033335,ACC00943,M00943,Deposit,2145.56,2025-11-13T01:56:37,,Branch
T0046042,ACC01287,M01287,Withdrawal,22154.67,2025-11-13T01:57:05,,Branch
T0054163,ACC01492,M01492,Withdrawal,813.12,2025-11-13T02:03:11,,Branch
T0023756,ACC00664,M00664,Deposit,1154.11,2025-11-13T02:18:27,,Branch
T0044611,ACC01242,M01242,Deposit,18671.0,2025-11-13T02:18:41,,Branch
T0040940,ACC01142,M01142,Deposit,9378.14,2025-11-13T02:19:54,,Branch
T0024770,ACC00691,M00691,Deposit,14540.23,2025-11-13T02:31:32,,Branch
T0028545,ACC00793,M00793,Withdrawal,2460.53,2025-11-13T03:05:20,,Branch
T0005994,ACC00167,M00167,Withdrawal,16151.72,2025-11-13T03:13:07,,Branch
T0000471,ACC00014,M00014,Withdrawal,1273.38,2025-11-13T03:23:00,,Branch
T0018835,ACC00527,M00527,Deposit,16168.79,2025-11-13T03:23:15,,Branch
T0008194,ACC00226,M00226,Withdrawal,29677.69,2025-11-13T03:30:08,,Branch
T0035334,ACC00999,M00999,Deposit,22415.92,2025-11-13T03:46:33,,Branch
T0046567,ACC01301,M01301,Deposit,3118.8,2025-11-13T04:04:54,,Branch
T0046045,ACC01287,M01287,Deposit,40859.46,2025-11-13T04:19:01,,Branch
T0003170,ACC00089,M00089,Deposit,3778.79,2025-11-13T04:20:03,,Branch
T0050277,ACC01398,M01398,Deposit,2641.96,2025-11-13T04:27:30,,Branch
T0016719,ACC00467,M00467,Withdrawal,2361.85,2025-11-13T04:31:53,,Branch
T0012538,ACC00356,M00356,Deposit,10024.21,2025-11-13T04:42:02,,Branch
T0023376,ACC00655,M00655,Deposit,5949.28,2025-11-13T04:46:19,,Branch
T0005167,ACC00144,M00144,Withdrawal,8463.76,2025-11-13T05:09:40,,Branch
T0022295,ACC00626,M00626,Withdrawal,1497.15,2025-11-13T05:22:38,,Branch
T0000134,ACC00003,M00003,Deposit,4964.22,2025-11-13T05:38:36,,Branch
T0027500,ACC00768,M00768,Withdrawal,2545.87,2025-11-13T05:43:29,,Branch
T0054504,ACC01499,M01499,Deposit,1871.96,2025-11-13T05:47:29,,Branch
T0018836,ACC00527,M00527,Withdrawal,12567.84,2025-11-13T05:49:50,,Branch
T0022219,ACC00623,M00623,Deposit,6382.76,2025-11-13T05:55:05,,Branch
T0054200,ACC01493,M01493,Deposit,3361.79,2025-11-13T06:28:01,,Branch
T0021858,ACC00609,M00609,Withdrawal,13307.57,2025-11-13T06:32:22,,Branch
T0031024,ACC00862,M00862,Deposit,3914.89,2025-11-13T06:34:12,,Branch
T0004240,ACC00118,M00118,Deposit,3836.75,2025-11-13T06:42:21,,Branch
T0041167,ACC01148,M01148,Deposit,12134.52,2025-11-13T06:52:58,,Branch
T0021641,ACC00599,M00599,Withdrawal,18181.14,2025-11-13T06:55:27,,Branch
T0023457,ACC00657,M00657,Deposit,15273.96,2025-11-13T07:03:19,,Branch
T0001542,ACC00046,M00046,Deposit,4171.04,2025-11-13T07:07:04,,Branch
T0039510,ACC01105,M01105,Deposit,3536.41,2025-11-13T07:18:34,,Branch
T0027369,ACC00766,M00766,Deposit,6331.64,2025-11-13T07:24:18,,Branch
T0040231,ACC01124,M01124,Deposit,2404.57,2025-11-13T07:33:22,,Branch
T0012440,ACC00351,M00351,Withdrawal,13581.4,2025-11-13T07:35:28,,Branch
T0053498,ACC01475,M01475,Deposit,2364.59,2025-11-13T07:41:52,,Branch
T0028040,ACC00779,M00779,Withdrawal,1817.43,2025-11-13T07:43:47,,Branch
T0011563,ACC00327,M00327,Deposit,4850.65,2025-11-13T07:57:11,,Branch
T0032336,ACC00912,M00912,Withdrawal,9562.05,2025-11-13T09:04:59,,Branch
T0027792,ACC00774,M00774,Deposit,8849.87,2025-11-13T09:21:13,,Branch
T0040433,ACC01129,M01129,Withdrawal,14530.44,2025-11-13T09:23:48,,Branch
T0018743,ACC00521,M00521,Withdrawal,5306.62,2025-11-13T09:25:02,,Branch
T0030351,ACC00844,M00844,Deposit,14252.12,2025-11-13T09:29:01,,Branch
T0049546,ACC01380,M01380,Deposit,19387.85,2025-11-13T09:42:47,,Branch
T0004803,ACC00138,M00138,Withdrawal,5564.9,2025-11-13T09:43:58,,Branch
T0047024,ACC01311,M01311,Withdrawal,2072.1,2025-11-13T10:12:51,,Branch
T0001972,ACC00057,M00057,Withdrawal,3674.48,2025-11-13T10:52:11,,Branch
T0046743,ACC01305,M01305,Deposit,9851.78,2025-11-13T11:02:36,,Branch
T0023292,ACC00653,M00653,Withdrawal,19434.99,2025-11-13T11:15:56,,Branch
T0035835,ACC01014,M01014,Deposit,16916.96,2025-11-13T11:21:20,,Branch
T0016208,ACC00450,M00450,Deposit,4920.26,2025-11-13T11:26:27,,Branch
T0053926,ACC01483,M01483,Withdrawal,8124.02,2025-11-13T11:32:47,,Branch
T0044384,ACC01232,M01232,Deposit,16814.65,2025-11-13T11:34:00,,Branch
T0020363,ACC00566,M00566,Deposit,3116.5,2025-11-13T11:45:31,,Branch
T0048305,ACC01347,M01347,Deposit,22466.1,2025-11-13T11:56:12,,Branch
T0048379,ACC01348,M01348,Deposit,4586.99,2025-11-13T12:03:50,,Branch
T0046046,ACC01287,M01287,Deposit,25992.19,2025-11-13T12:09:20,,Branch
T0015165,ACC00426,M00426,Withdrawal,6310.22,2025-11-13T12:34:56,,Branch
T0043197,ACC01205,M01205,Withdrawal,8376.44,2025-11-13T12:48:51,,Branch
T0017826,ACC00494,M00494,Withdrawal,10015.97,2025-11-13T13:05:07,,Branch
T0031506,ACC00883,M00883,Deposit,6320.39,2025-11-13T13:31:11,,Branch
T0037372,ACC01055,M01055,Deposit,61464.2,2025-11-13T13:46:09,,Branch
T0014601,ACC00413,M00413,Withdrawal,16229.24,2025-11-13T13:49:25,,Branch
T0045584,ACC01275,M01275,Deposit,13470.11,2025-11-13T14:00:45,,Branch
T0023889,ACC00667,M00667,Deposit,12053.44,2025-11-13T14:14:56,,Branch
T0023230,ACC00651,M00651,Deposit,9556.35,2025-11-13T14:15:54,,Branch
T0007170,ACC00195,M00195,Deposit,5011.75,2025-11-13T14:27:55,,Branch
T0016399,ACC00456,M00456,Deposit,16369.85,2025-11-13T14:31:25,,Branch
T0015008,ACC00423,M00423,Deposit,13200.67,2025-11-13T14:50:56,,Branch
T0021903,ACC00611,M00611,Deposit,8602.78,2025-11-13T15:06:54,,Branch
T0010450,ACC00290,M00290,Withdrawal,22205.64,2025-11-13T15:13:16,,Branch
T0025479,ACC00712,M00712,Withdrawal,12459.69,2025-11-13T15:14:46,,Branch
T0004282,ACC00119,M00119,Deposit,8329.13,2025-11-13T15:20:46,,Branch
T0012701,ACC00361,M00361,Deposit,16724.31,2025-11-13T15:35:26,,Branch
T0053185,ACC01468,M01468,Deposit,2331.3,2025-11-13T15:59:49,,Branch
T0025263,ACC00707,M00707,Withdrawal,9412.15,2025-11-13T16:03:26,,Branch
T0045971,ACC01286,M01286,Withdrawal,13828.83,2025-11-13T16:10:35,,Branch
T0015874,ACC00442,M00442,Withdrawal,20173.44,2025-11-13T16:27:13,,Branch
T0023910,ACC00668,M00668,Deposit,12570.38,2025-11-13T16:29:53,,Branch
T0029157,ACC00810,M00810,Deposit,12745.8,2025-11-13T16:40:30,,Branch
T0018695,ACC00519,M00519,Deposit,4450.32,2025-11-13T17:09:32,,Branch
T0036026,ACC01019,M01019,Withdrawal,1629.97,2025-11-13T17:22:56,,Branch
T0031507,ACC00883,M00883,Withdrawal,3226.52,2025-11-13T17:44:49,,Branch
T0036264,ACC01025,M01025,Withdrawal,1931.29,2025-11-13T18:24:19,,Branch
T0048429,ACC01349,M01349,Deposit,28013.97,2025-11-13T18:24:40,,Branch
T0035366,ACC01000,M01000,Withdrawal,7351.01,2025-11-13T18:36:21,,Branch
T0049400,ACC01377,M01377,Deposit,21706.32,2025-11-13T18:56:58,,Branch
T0028836,ACC00803,M00803,Withdrawal,11535.69,2025-11-13T18:57:32,,Branch
T0008743,ACC00241,M00241,Deposit,2400.71,2025-11-13T19:09:45,,Branch
T0010525,ACC00291,M00291,Deposit,8028.17,2025-11-13T19:18:09,,Branch
T0004493,ACC00128,M00128,Withdrawal,1513.99,2025-11-13T19:33:13,,Branch
T0010364,ACC00288,M00288,Withdrawal,2165.5,2025-11-13T19:58:43,,Branch
T0042399,ACC01183,M01183,Deposit,7968.73,2025-11-13T20:02:38,,Branch
T0053626,ACC01477,M01477,Deposit,3414.51,2025-11-13T20:19:27,,Branch
T0037969,ACC01070,M01070,Withdrawal,12972.87,2025-11-13T20:29:08,,Branch
T0005027,ACC00142,M00142,Withdrawal,3319.01,2025-11-13T20:37:01,,Branch
T0008551,ACC00235,M00235,Deposit,10479.39,2025-11-13T20:42:38,,Branch
T0019587,ACC00546,M00546,Deposit,8867.08,2025-11-13T20:42:42,,Branch
T0047539,ACC01327,M01327,Deposit,13072.99,2025-11-13T20:46:09,,Branch
T0022347,ACC00627,M00627,Deposit,17305.85,2025-11-13T20:53:04,,Branch
T0040434,ACC01129,M01129,Withdrawal,18432.08,2025-11-13T21:01:02,,Branch
T0016127,ACC00448,M00448,Deposit,3283.88,2025-11-13T21:09:18,,Branch
T0047823,ACC01336,M01336,Deposit,19108.0,2025-11-13T21:49:10,,Branch
T0025553,ACC00714,M00714,Deposit,1188.6,2025-11-13T22:31:43,,Branch
T0038233,ACC01076,M01076,Deposit,13994.56,2025-11-13T22:42:19,,Branch
T0047443,ACC01324,M01324,Deposit,24723.23,2025-11-13T22:42:59,,Branch
T0046723,ACC01304,M01304,Withdrawal,6186.72,2025-11-13T22:49:13,,Branch
T0047296,ACC01319,M01319,Deposit,2841.42,2025-11-13T22:54:57,,Branch
T0045803,ACC01281,M01281,Deposit,5781.55,2025-11-13T23:07:41,,Branch
T0027499,ACC00768,M00768,Withdrawal,1486.62,2025-11-13T23:11:05,,Branch
T0041695,ACC01163,M01163,Deposit,6122.36,2025-11-13T23:28:04,,Branch
T0036600,ACC01036,M01036,Withdrawal,2830.77,2025-11-13T23:32:30,,Branch
T0053219,ACC01469,M01469,Withdrawal,10821.69,2025-11-13T23:41:21,,Branch
T0018943,ACC00529,M00529,Withdrawal,23583.69,2025-11-13T23:46:47,,Branch
T0048754,ACC01361,M01361,Deposit,8284.51,2025-11-13T23:47:43,,Branch
T0019731,ACC00549,M00549,Withdrawal,14662.5,2025-11-13T23:59:24,,Branch
T0029003,ACC00806,M00806,Deposit,11597.28,2025-11-14T00:23:56,,Branch
T0037104,ACC01049,M01049,Deposit,11048.46,2025-11-14T00:27:06,,Branch
T0042880,ACC01198,M01198,Withdrawal,6200.21,2025-11-14T00:42:07,,Branch
T0011032,ACC00309,M00309,Deposit,42057.78,2025-11-14T00:43:55,,Branch
T0023598,ACC00660,M00660,Deposit,4088.74,2025-11-14T00:45:58,,Branch
T0042030,ACC01173,M01173,Deposit,10544.44,2025-11-14T00:54:55,,Branch
T0013184,ACC00375,M00375,Withdrawal,17434.21,2025-11-14T01:00:42,,Branch
T0039422,ACC01103,M01103,Withdrawal,5119.54,2025-11-14T01:42:59,,Branch
T0048895,ACC01363,M01363,Withdrawal,23663.64,2025-11-14T01:43:47,,Branch
T0041072,ACC01145,M01145,Withdrawal,14833.58,2025-11-14T01:47:16,,Branch
T0010229,ACC00282,M00282,Deposit,5749.92,2025-11-14T01:48:24,,Branch
T0023825,ACC00665,M00665,Deposit,6124.89,2025-11-14T01:50:04,,Branch
T0039850,ACC01114,M01114,Deposit,13728.82,2025-11-14T01:50:49,,Branch
T0002196,ACC00063,M00063,Withdrawal,11994.52,2025-11-14T01:55:29,,Branch
T0024516,ACC00685,M00685,Deposit,32415.8,2025-11-14T02:07:39,,Branch
T0000793,ACC00023,M00023,Withdrawal,15539.13,2025-11-14T02:26:57,,Branch
T0022078,ACC00618,M00618,Deposit,40913.04,2025-11-14T02:28:09,,Branch
T0024185,ACC00677,M00677,Deposit,25211.05,2025-11-14T02:49:10,,Branch
T0049544,ACC01380,M01380,Deposit,14358.35,2025-11-14T02:59:08,,Branch
T0052521,ACC01453,M01453,Withdrawal,14205.96,2025-11-14T03:15:42,,Branch
T0032660,ACC00924,M00924,Withdrawal,34572.67,2025-11-14T04:07:25,,Branch
T0004149,ACC00116,M00116,Deposit,14742.55,2025-11-14T04:18:55,,Branch
T0006750,ACC00185,M00185,Deposit,2581.65,2025-11-14T04:38:28,,Branch
T0010317,ACC00286,M00286,Withdrawal,6409.99,2025-11-14T04:44:21,,Branch
T0002124,ACC00062,M00062,Deposit,18337.53,2025-11-14T05:13:05,,Branch
T0028595,ACC00794,M00794,Deposit,22279.14,2025-11-14T05:18:40,,Branch
T0049356,ACC01375,M01375,Deposit,4684.77,2025-11-14T05:31:56,,Branch
T0025345,ACC00709,M00709,Deposit,13087.82,2025-11-14T05:44:27,,Branch
T0019683,ACC00548,M00548,Withdrawal,3436.95,2025-11-14T06:10:21,,Branch
T0042188,ACC01177,M01177,Deposit,4806.14,2025-11-14T06:17:47,,Branch
T0014281,ACC00406,M00406,Deposit,15923.69,2025-11-14T06:18:12,,Branch
T0018075,ACC00500,M00500,Deposit,2338.05,2025-11-14T06:23:56,,Branch
T0044188,ACC01228,M01228,Deposit,3714.23,2025-11-14T06:25:03,,Branch
T0039283,ACC01101,M01101,Deposit,1776.98,2025-11-14T06:43:04,,Branch
T0005600,ACC00157,M00157,Deposit,22043.92,2025-11-14T06:53:28,,Branch
T0045420,ACC01269,M01269,Deposit,31949.53,2025-11-14T07:33:34,,Branch
T0008131,ACC00224,M00224,Deposit,18534.3,2025-11-14T07:41:12,,Branch
T0016679,ACC00465,M00465,Withdrawal,6781.39,2025-11-14T07:43:10,,Branch
T0029529,ACC00825,M00825,Withdrawal,1175.26,2025-11-14T07:54:47,,Branch
T0045732,ACC01279,M01279,Withdrawal,2123.13,2025-11-14T07:59:23,,Branch
T0008550,ACC00235,M00235,Withdrawal,6088.66,2025-11-14T08:01:07,,Branch
T0035226,ACC00993,M00993,Withdrawal,2563.17,2025-11-14T08:07:46,,Branch
T0008910,ACC00246,M00246,Withdrawal,15814.17,2025-11-14T08:08:52,,Branch
T0017594,ACC00489,M00489,Deposit,2861.15,2025-11-14T08:13:18,,Branch
T0012992,ACC00370,M00370,Deposit,3265.54,2025-11-14T08:23:25,,Branch
T0012910,ACC00368,M00368,Deposit,30023.68,2025-11-14T08:29:44,,Branch
T0049279,ACC01373,M01373,Withdrawal,22823.83,2025-11-14T08:30:10,,Branch
T0036948,ACC01046,M01046,Deposit,22178.53,2025-11-14T08:30:30,,Branch
T0011696,ACC00331,M00331,Deposit,28512.13,2025-11-14T08:30:33,,Branch
T0030915,ACC00860,M00860,Withdrawal,17204.39,2025-11-14T08:40:47,,Branch
T0019265,ACC00537,M00537,Withdrawal,4698.88,2025-11-14T09:23:16,,Branch
T0031136,ACC00869,M00869,Withdrawal,4630.25,2025-11-14T09:29:16,,Branch
T0015634,ACC00438,M00438,Withdrawal,1833.65,2025-11-14T09:56:06,,Branch
T0049972,ACC01391,M01391,Deposit,10631.43,2025-11-14T10:10:28,,Branch
T0025177,ACC00705,M00705,Deposit,4651.71,2025-11-14T10:13:58,,Branch
T0016768,ACC00469,M00469,Deposit,6493.53,2025-11-14T10:58:28,,Branch
T0022820,ACC00639,M00639,Withdrawal,7616.0,2025-11-14T11:24:10,,Branch
T0039508,ACC01105,M01105,Deposit,2928.22,2025-11-14T11:53:43,,Branch
T0020757,ACC00576,M00576,Withdrawal,2245.78,2025-11-14T11:53:45,,Branch
T0039652,ACC01107,M01107,Withdrawal,2418.39,2025-11-14T11:55:49,,Branch
T0031999,ACC00898,M00898,Deposit,4767.59,2025-11-14T12:09:42,,Branch
T0046948,ACC01310,M01310,Withdrawal,3577.6,2025-11-14T12:13:16,,Branch
T0004370,ACC00121,M00121,Withdrawal,1538.68,2025-11-14T12:17:39,,Branch
T0009526,ACC00261,M00261,Deposit,20184.57,2025-11-14T12:32:04,,Branch
T0032800,ACC00928,M00928,Deposit,9314.23,2025-11-14T13:03:16,,Branch
T0043935,ACC01224,M01224,Deposit,7468.89,2025-11-14T13:04:17,,Branch
T0013574,ACC00385,M00385,Deposit,1196.07,2025-11-14T13:10:44,,Branch
T0006232,ACC00172,M00172,Deposit,2194.77,2025-11-14T13:21:28,,Branch
T0041226,ACC01149,M01149,Withdrawal,7968.41,2025-11-14T13:49:08,,Branch
T0032000,ACC00898,M00898,Deposit,4981.11,2025-11-14T14:01:08,,Branch
T0024953,ACC00695,M00695,Deposit,17890.1,2025-11-14T14:17:47,,Branch
T0050328,ACC01399,M01399,Deposit,4280.59,2025-11-14T14:19:53,,Branch
T0033117,ACC00938,M00938,Deposit,5610.34,2025-11-14T14:21:42,,Branch
T0052726,ACC01457,M01457,Deposit,11836.4,2025-11-14T14:25:22,,Branch
T0028067,ACC00780,M00780,Deposit,30761.6,2025-11-14T14:27:45,,Branch
T0008498,ACC00233,M00233,Withdrawal,10870.3,2025-11-14T14:35:44,,Branch
T0038775,ACC01089,M01089,Withdrawal,1866.56,2025-11-14T14:36:10,,Branch
T0024139,ACC00674,M00674,Withdrawal,15719.28,2025-11-14T14:36:32,,Branch
T0052989,ACC01464,M01464,Deposit,11279.88,2025-11-14T14:52:40,,Branch
T0011663,ACC00330,M00330,Deposit,22789.38,2025-11-14T15:05:06,,Branch
T0034216,ACC00964,M00964,Deposit,8025.77,2025-11-14T15:10:34,,Branch
T0005652,ACC00158,M00158,Deposit,1383.07,2025-11-14T15:29:56,,Branch
T0029353,ACC00821,M00821,Withdrawal,5597.58,2025-11-14T15:37:26,,Branch
T0006579,ACC00181,M00181,Deposit,20193.06,2025-11-14T15:41:04,,Branch
T0002943,ACC00082,M00082,Withdrawal,13933.28,2025-11-14T16:01:16,,Branch
T0053099,ACC01466,M01466,Deposit,2811.34,2025-11-14T16:22:14,,Branch
T0012908,ACC00368,M00368,Deposit,20702.21,2025-11-14T16:24:39,,Branch
T0038900,ACC01092,M01092,Withdrawal,7550.2,2025-11-14T16:29:10,,Branch
T0019263,ACC00537,M00537,Withdrawal,5023.91,2025-11-14T16:33:56,,Branch
T0045418,ACC01269,M01269,Deposit,25326.12,2025-11-14T16:40:47,,Branch
T0019911,ACC00553,M00553,Withdrawal,3126.18,2025-11-14T16:42:48,,Branch
T0022058,ACC00617,M00617,Withdrawal,7833.55,2025-11-14T16:53:26,,Branch
T0052210,ACC01444,M01444,Deposit,2155.11,2025-11-14T16:58:58,,Branch
T0023294,ACC00653,M00653,Withdrawal,18518.08,2025-11-14T17:06:56,,Branch
T0028263,ACC00786,M00786,Deposit,2906.14,2025-11-14T17:11:56,,Branch
T0019855,ACC00552,M00552,Withdrawal,2688.01,2025-11-14T17:12:26,,Branch
T0019350,ACC00541,M00541,Deposit,7567.51,2025-11-14T17:16:06,,Branch
T0008716,ACC00239,M00239,Deposit,17330.31,2025-11-14T17:23:08,,Branch
T0024386,ACC00681,M00681,Deposit,4596.64,2025-11-14T17:29:29,,Branch
T0033724,ACC00953,M00953,Withdrawal,8111.93,2025-11-14T17:33:04,,Branch
T0025795,ACC00720,M00720,Deposit,1886.5,2025-11-14T17:35:09,,Branch
T0041166,ACC01148,M01148,Deposit,9512.44,2025-11-14T17:35:27,,Branch
T0028945,ACC00805,M00805,Deposit,4381.36,2025-11-14T17:53:15,,Branch
T0016767,ACC00469,M00469,Deposit,5612.73,2025-11-14T17:59:52,,Branch
T0030120,ACC00838,M00838,Withdrawal,9803.47,2025-11-14T18:20:03,,Branch
T0054017,ACC01488,M01488,Deposit,11088.95,2025-11-14T18:23:57,,Branch
T0039280,ACC01101,M01101,Withdrawal,1888.64,2025-11-14T18:33:16,,Branch
T0030173,ACC00839,M00839,Deposit,11000.19,2025-11-14T18:42:24,,Branch
T0000027,ACC00001,M00001,Deposit,11966.66,2025-11-14T18:53:13,,Branch
T0054501,ACC01499,M01499,Withdrawal,1844.4,2025-11-14T18:53:33,,Branch
T0033331,ACC00943,M00943,Deposit,2857.76,2025-11-14T19:18:29,,Branch
T0050706,ACC01410,M01410,Deposit,42380.45,2025-11-14T19:19:13,,Branch
T0052486,ACC01452,M01452,Withdrawal,6579.34,2025-11-14T19:29:17,,Branch
T0022079,ACC00618,M00618,Deposit,49613.66,2025-11-14T19:31:27,,Branch
T0033336,ACC00943,M00943,Deposit,2219.99,2025-11-14T19:38:16,,Branch
T0033561,ACC00948,M00948,Withdrawal,17884.24,2025-11-14T19:38:17,,Branch
T0032070,ACC00899,M00899,Deposit,2459.33,2025-11-14T19:39:49,,Branch
T0036263,ACC01025,M01025,Deposit,4206.68,2025-11-14T19:40:41,,Branch
T0023758,ACC00664,M00664,Deposit,1610.45,2025-11-14T20:11:29,,Branch
T0021751,ACC00604,M00604,Deposit,28646.84,2025-11-14T20:17:56,,Branch
T0023136,ACC00647,M00647,Deposit,16121.65,2025-11-14T20:25:20,,Branch
T0052919,ACC01463,M01463,Withdrawal,1986.31,2025-11-14T20:29:01,,Branch
T0040370,ACC01128,M01128,Deposit,11511.58,2025-11-14T20:35:49,,Branch
T0014783,ACC00418,M00418,Deposit,12870.48,2025-11-14T20:39:11,,Branch
T0038125,ACC01073,M01073,Withdrawal,9735.97,2025-11-14T21:00:40,,Branch
T0003171,ACC00089,M00089,Deposit,3220.22,2025-11-14T21:05:26,,Branch
T0005360,ACC00150,M00150,Withdrawal,3594.97,2025-11-14T21:47:15,,Branch
T0027935,ACC00776,M00776,Deposit,12433.36,2025-11-14T21:47:55,,Branch
T0030756,ACC00857,M00857,Deposit,5766.99,2025-11-14T21:49:55,,Branch
T0046875,ACC01309,M01309,Deposit,15470.94,2025-11-14T21:56:10,,Branch
T0034251,ACC00965,M00965,Deposit,19366.91,2025-11-14T22:04:30,,Branch
T0026742,ACC00744,M00744,Deposit,1415.41,2025-11-14T22:10:42,,Branch
T0045731,ACC01279,M01279,Deposit,8247.0,2025-11-14T22:32:29,,Branch
T0026051,ACC00728,M00728,Deposit,14161.43,2025-11-14T22:38:45,,Branch
T0007978,ACC00220,M00220,Deposit,8270.5,2025-11-14T22:45:55,,Branch
T0049545,ACC01380,M01380,Withdrawal,5378.02,2025-11-14T22:46:05,,Branch
T0019591,ACC00546,M00546,Withdrawal,10432.46,2025-11-14T23:04:24,,Branch
T0023958,ACC00670,M00670,Withdrawal,1650.13,2025-11-14T23:05:12,,Branch
T0043465,ACC01210,M01210,Withdrawal,3939.94,2025-11-14T23:14:15,,Branch
T0044755,ACC01245,M01245,Deposit,3658.26,2025-11-14T23:19:35,,Branch
T0006518,ACC00180,M00180,Withdrawal,17521.37,2025-11-14T23:21:51,,Branch
T0018658,ACC00517,M00517,Deposit,13100.78,2025-11-14T23:29:44,,Branch
T0031915,ACC00896,M00896,Withdrawal,5995.63,2025-11-15T00:00:33,,Branch
T0029576,ACC00827,M00827,Deposit,5125.67,2025-11-15T00:02:48,,Branch
T0053217,ACC01469,M01469,Deposit,23881.75,2025-11-15T00:04:17,,Branch
T0025070,ACC00701,M00701,Deposit,37100.41,2025-11-15T00:14:14,,Branch
T0037517,ACC01058,M01058,Deposit,3865.55,2025-11-15T00:15:01,,Branch
T0020500,ACC00570,M00570,Deposit,9643.48,2025-11-15T00:18:05,,Branch
T0014280,ACC00406,M00406,Withdrawal,21079.96,2025-11-15T00:18:36,,Branch
T0029771,ACC00831,M00831,Deposit,8185.69,2025-11-15T00:22:31,,Branch
T0031772,ACC00892,M00892,Withdrawal,14899.05,2025-11-15T00:26:19,,Branch
T0006521,ACC00180,M00180,Withdrawal,15439.25,2025-11-15T00:36:10,,Branch
T0038187,ACC01074,M01074,Deposit,2314.57,2025-11-15T00:44:12,,Branch
T0028678,ACC00797,M00797,Withdrawal,25628.27,2025-11-15T01:10:06,,Branch
T0015554,ACC00435,M00435,Withdrawal,12721.73,2025-11-15T01:17:01,,Branch
T0025405,ACC00710,M00710,Deposit,1774.65,2025-11-15T01:46:58,,Branch
T0022274,ACC00625,M00625,Withdrawal,2807.77,2025-11-15T01:55:48,,Branch
T0013430,ACC00382,M00382,Deposit,1806.39,2025-11-15T02:16:18,,Branch
T0012222,ACC00346,M00346,Withdrawal,4069.86,2025-11-15T02:16:34,,Branch
T0053049,ACC01465,M01465,Deposit,8179.29,2025-11-15T02:37:41,,Branch
T0003361,ACC00095,M00095,Deposit,26906.69,2025-11-15T02:49:33,,Branch
T0049903,ACC01389,M01389,Withdrawal,6035.63,2025-11-15T02:51:41,,Branch
T0046876,ACC01309,M01309,Deposit,17997.02,2025-11-15T03:09:31,,Branch
T0010013,ACC00275,M00275,Deposit,8555.58,2025-11-15T03:25:53,,Branch
T0049749,ACC01384,M01384,Withdrawal,1158.71,2025-11-15T03:27:59,,Branch
T0028883,ACC00804,M00804,Withdrawal,28335.66,2025-11-15T03:37:36,,Branch
