account_id,member_id,account_type,opened_date
ACC01331,M01331,Savings,2021-08-21
ACC01332,M01332,Savings,2022-11-18
ACC01333,M01333,Savings,2024-03-10
ACC01334,M01334,Savings,2024-07-12
ACC01335,M01335,Savings,2025-02-24
ACC01336,M01336,Savings,2020-03-08
ACC01337,M01337,Savings,2024-05-30
ACC01338,M01338,Savings,2021-07-25
ACC01339,M01339,Savings,2025-05-22
ACC01340,M01340,Savings,2022-01-05
ACC01341,M01341,Savings,2022-07-14
ACC01342,M01342,Savings,2023-05-26
ACC01343,M01343,Savings,2020-12-31
ACC01344,M01344,Savings,2023-06-28
ACC01345,M01345,Savings,2026-01-16
ACC01346,M01346,Savings,2025-09-05
ACC01347,M01347,Savings,2023-12-08
ACC01348,M01348,Savings,2024-11-15
ACC01349,M01349,Savings,2021-07-10
ACC01350,M01350,Savings,2021-08-10
ACC01351,M01351,Savings,2025-05-29
ACC01352,M01352,Savings,2020-09-25
ACC01353,M01353,Savings,2020-06-09
ACC01354,M01354,Savings,2025-08-01
ACC01355,M01355,Savings,2024-06-25
ACC01356,M01356,Savings,2022-07-02
ACC01357,M01357,Savings,2020-08-26
ACC01358,M01358,Savings,2024-04-16
ACC01359,M01359,Savings,2020-10-05
ACC01360,M01360,Savings,2026-05-28
ACC01361,M01361,Savings,2021-07-01
ACC01362,M01362,Savings,2022-11-19
ACC01363,M01363,Savings,2023-08-22
ACC01364,M01364,Savings,2021-03-02
ACC01365,M01365,Savings,2020-10-08
ACC01366,M01366,Savings,2021-07-16
ACC01367,M01367,Savings,2023-03-29
ACC01368,M01368,Savings,2025-01-28
ACC01369,M01369,Savings,2024-03-25
ACC01370,M01370,Savings,2019-07-14
ACC01371,M01371,Savings,2020-09-26
ACC01372,M01372,Savings,2025-09-07
ACC01373,M01373,Savings,2021-02-08
ACC01374,M01374,Savings,2026-01-09
ACC01375,M01375,Savings,2021-01-31
ACC01376,M01376,Savings,2024-10-08
ACC01377,M01377,Savings,2024-06-24
ACC01378,M01378,Savings,2019-11-11
ACC01379,M01379,Savings,2024-08-05
ACC01380,M01380,Savings,2022-01-19
ACC01381,M01381,Savings,2021-11-16
ACC01382,M01382,Savings,2020-05-14
ACC01383,M01383,Savings,2023-09-01
ACC01384,M01384,Savings,2023-04-07
ACC01385,M01385,Savings,2019-08-16
ACC01386,M01386,Savings,2025-11-23
ACC01387,M01387,Savings,2022-12-18
ACC01388,M01388,Savings,2023-11-19
ACC01389,M01389,Savings,2025-02-23
ACC01390,M01390,Savings,2024-11-06
ACC01391,M01391,Savings,2020-05-20
ACC01392,M01392,Savings,2021-04-22
ACC01393,M01393,Savings,2020-12-21
ACC01394,M01394,Savings,2023-11-06
ACC01395,M01395,Savings,2025-01-29
ACC01396,M01396,Savings,2020-06-24
ACC01397,M01397,Savings,2025-12-19
ACC01398,M01398,Savings,2024-06-16
ACC01399,M01399,Savings,2022-09-19
ACC01400,M01400,Savings,2023-01-07
ACC01401,M01401,Savings,2019-12-24
ACC01402,M01402,Savings,2020-09-06
ACC01403,M01403,Savings,2024-09-07
ACC01404,M01404,Savings,2021-07-10
ACC01405,M01405,Savings,2020-03-23
ACC01406,M01406,Savings,2024-08-06
ACC01407,M01407,Savings,2026-03-30
ACC01408,M01408,Savings,2021-11-15
ACC01409,M01409,Savings,2020-06-09
ACC01410,M01410,Savings,2025-05-21
ACC01411,M01411,Savings,2024-04-22
ACC01412,M01412,Savings,2024-10-31
ACC01413,M01413,Savings,2025-11-24
ACC01414,M01414,Savings,2025-12-27
ACC01415,M01415,Savings,2024-08-23
ACC01416,M01416,Savings,2019-07-18
ACC01417,M01417,Savings,2019-11-29
ACC01418,M01418,Savings,2021-12-04
ACC01419,M01419,Savings,2023-08-01
ACC01420,M01420,Savings,2024-02-22
ACC01421,M01421,Savings,2020-10-09
ACC01422,M01422,Savings,2024-05-22
ACC01423,M01423,Savings,2020-08-12
ACC01424,M01424,Savings,2020-08-30
ACC01425,M01425,Savings,2025-02-22
ACC01426,M01426,Savings,2024-08-07
ACC01427,M01427,Savings,2024-09-14
ACC01428,M01428,Savings,2022-01-05
ACC01429,M01429,Savings,2024-02-25
ACC01430,M01430,Savings,2023-09-13
ACC01431,M01431,Savings,2022-03-19
ACC01432,M01432,Savings,2025-12-24
ACC01433,M01433,Savings,2025-04-20
ACC01434,M01434,Savings,2025-12-21
ACC01435,M01435,Savings,2021-10-14
ACC01436,M01436,Savings,2025-08-06
ACC01437,M01437,Savings,2023-07-08
ACC01438,M01438,Savings,2022-04-02
ACC01439,M01439,Savings,2019-10-05
ACC01440,M01440,Savings,2020-11-16
ACC01441,M01441,Savings,2023-07-22
ACC01442,M01442,Savings,2020-05-10
ACC01443,M01443,Savings,2021-04-22
ACC01444,M01444,Savings,2019-11-08
ACC01445,M01445,Savings,2022-05-10
ACC01446,M01446,Savings,2021-03-18
ACC01447,M01447,Savings,2021-12-19
ACC01448,M01448,Savings,2023-05-30
ACC01449,M01449,Savings,2021-08-31
ACC01450,M01450,Savings,2026-02-02
ACC01451,M01451,Savings,2024-04-02
ACC01452,M01452,Savings,2021-09-28
ACC01453,M01453,Savings,2019-11-18
ACC01454,M01454,Savings,2020-10-14
ACC01455,M01455,Savings,2021-11-30
ACC01456,M01456,Savings,2019-08-16
ACC01457,M01457,Savings,2023-10-29
ACC01458,M01458,Savings,2026-04-26
ACC01459,M01459,Savings,2021-09-21
ACC01460,M01460,Savings,2020-11-22
ACC01461,M01461,Savings,2022-09-12
ACC01462,M01462,Savings,2024-01-07
ACC01463,M01463,Savings,2020-04-12
ACC01464,M01464,Savings,2023-05-19
ACC01465,M01465,Savings,2022-11-06
ACC01466,M01466,Savings,2019-10-30
ACC01467,M01467,Savings,2024-05-21
ACC01468,M01468,Savings,2020-02-03
ACC01469,M01469,Savings,2023-03-12
ACC01470,M01470,Savings,2020-11-05
ACC01471,M01471,Savings,2020-11-15
ACC01472,M01472,Savings,2024-11-30
ACC01473,M01473,Savings,2022-03-21
ACC01474,M01474,Savings,2021-11-19
ACC01475,M01475,Savings,2023-04-27
ACC01476,M01476,Savings,2024-08-04
ACC01477,M01477,Savings,2023-10-29
ACC01478,M01478,Savings,2024-03-30
ACC01479,M01479,Savings,2020-09-13
ACC01480,M01480,Savings,2025-06-15
ACC01481,M01481,Savings,2021-11-17
ACC01482,M01482,Savings,2023-08-25
ACC01483,M01483,Savings,2024-01-07
ACC01484,M01484,Savings,2020-01-23
ACC01485,M01485,Savings,2025-12-14
ACC01486,M01486,Savings,2024-01-15
ACC01487,M01487,Savings,2021-10-13
ACC01488,M01488,Savings,2025-02-22
ACC01489,M01489,Savings,2020-04-12
ACC01490,M01490,Savings,2024-04-19
ACC01491,M01491,Savings,2019-08-11
ACC01492,M01492,Savings,2024-10-19
ACC01493,M01493,Savings,2021-05-18
ACC01494,M01494,Savings,2023-06-08
ACC01495,M01495,Savings,2023-06-16
ACC01496,M01496,Savings,2025-04-29
ACC01497,M01497,Savings,2025-01-31
ACC01498,M01498,Savings,2020-07-02
ACC01499,M01499,Savings,2025-08-11
ACC01500,M01500,Savings,2023-05-31
