loan_id,member_id,amount,term_months,interest_rate,approved_by,approval_timestamp,disbursement_timestamp,status
L00516,M01065,69100.0,18,12.0,EMP0040,2026-03-06T14:56:06,2026-03-09T14:56:06,Active
L00517,M00742,252800.0,6,12.0,EMP0033,2025-08-18T14:15:57,2025-08-20T14:15:57,Active
L00518,M01500,52100.0,24,12.0,EMP0034,2026-04-09T15:19:32,2026-04-11T15:19:32,Active
L00519,M01140,176700.0,6,12.0,EMP0046,2026-02-16T16:46:37,2026-02-17T16:46:37,Active
L00520,M00407,48900.0,12,12.0,EMP0007,2025-07-02T15:00:19,2025-07-05T15:00:19,Active
L00521,M00668,124400.0,12,12.0,EMP0010,2025-10-06T13:44:45,2025-10-07T13:44:45,Active
L00522,M01243,277100.0,36,12.0,EMP0043,2025-09-08T12:09:19,2025-09-10T12:09:19,Active
L00523,M01300,288100.0,6,12.0,EMP0024,2025-12-12T10:42:55,2025-12-13T10:42:55,Active
L00524,M01026,82300.0,6,12.0,EMP0022,2026-05-14T12:38:10,2026-05-14T12:38:10,Active
L00525,M01254,224200.0,24,12.0,EMP0007,2026-02-19T12:27:39,2026-02-22T12:27:39,Active
L00526,M00711,35200.0,6,12.0,EMP0027,2025-08-28T10:33:26,2025-08-28T10:33:26,Active
L00527,M01426,38100.0,6,12.0,EMP0041,2025-12-30T13:13:30,2026-01-01T13:13:30,Active
L00528,M00965,36400.0,36,12.0,EMP0041,2026-01-20T10:21:16,2026-01-22T10:21:16,Active
L00529,M00488,194700.0,24,12.0,EMP0034,2025-09-03T16:40:25,2025-09-05T16:40:25,Active
L00530,M00792,27900.0,36,12.0,EMP0023,2026-03-02T09:04:11,2026-03-04T09:04:11,Active
L00531,M00695,10100.0,36,12.0,EMP0032,2025-10-27T16:32:34,2025-10-29T16:32:34,Active
L00532,M00265,193600.0,36,12.0,EMP0028,2026-02-04T16:42:07,2026-02-04T16:42:07,Active
L00533,M00726,171300.0,36,12.0,EMP0036,2025-12-17T11:14:10,2025-12-18T11:14:10,Active
L00534,M00886,291100.0,12,12.0,EMP0046,2025-10-07T08:01:59,2025-10-08T08:01:59,Active
L00535,M00703,122400.0,18,12.0,EMP0028,2025-07-29T15:51:55,2025-07-30T15:51:55,Active
L00536,M00979,161200.0,6,12.0,EMP0037,2025-10-20T13:18:19,2025-10-20T13:18:19,Active
L00537,M01242,142400.0,18,12.0,EMP0034,2025-09-29T14:48:25,2025-09-30T14:48:25,Active
L00538,M01310,35200.0,6,12.0,EMP0033,2025-10-21T08:34:48,2025-10-23T08:34:48,Active
L00539,M01007,189100.0,6,12.0,EMP0040,2026-04-06T09:16:49,2026-04-06T09:16:49,Active
L00540,M00523,24300.0,6,12.0,EMP0034,2025-09-03T11:13:37,2025-09-03T11:13:37,Active
L00541,M00166,282000.0,24,12.0,EMP0001,2025-10-10T11:28:44,2025-10-13T11:28:44,Active
L00542,M00610,114400.0,12,12.0,EMP0045,2026-04-22T11:35:41,2026-04-25T11:35:41,Active
L00543,M00420,44200.0,12,12.0,EMP0041,2026-03-19T12:00:56,2026-03-21T12:00:56,Active
L00544,M00987,11400.0,12,12.0,EMP0007,2026-02-11T13:28:26,2026-02-11T13:28:26,Active
L00545,M00768,133300.0,36,12.0,EMP0033,2026-03-17T14:36:34,2026-03-17T14:36:34,Active
L00546,M00533,164300.0,36,12.0,EMP0019,2025-08-01T14:56:23,2025-08-04T14:56:23,Active
L00547,M00841,248000.0,12,12.0,EMP0010,2025-08-28T15:13:21,2025-08-29T15:13:21,Active
L00548,M01098,104100.0,18,12.0,EMP0034,2025-10-03T16:30:39,2025-10-03T16:30:39,Active
L00549,M01021,71400.0,12,12.0,EMP0019,2025-10-08T08:19:55,2025-10-09T08:19:55,Active
L00550,M01383,123200.0,36,12.0,EMP0001,2026-02-16T10:13:02,2026-02-18T10:13:02,Active
L00551,M00009,66400.0,24,12.0,EMP0045,2026-01-21T12:55:21,2026-01-22T12:55:21,Active
L00552,M00639,110300.0,6,12.0,EMP0036,2025-12-12T09:36:33,2025-12-14T09:36:33,Active
L00553,M00613,167500.0,6,12.0,EMP0001,2026-05-18T12:17:35,2026-05-19T12:17:35,Active
L00554,M00220,270300.0,6,12.0,EMP0001,2026-01-20T13:22:04,2026-01-22T13:22:04,Active
L00555,M00539,23100.0,24,12.0,EMP0034,2026-02-02T12:02:16,2026-02-03T12:02:16,Active
L00556,M00164,104600.0,24,12.0,EMP0024,2025-07-21T10:55:28,2025-07-21T10:55:28,Active
L00557,M00330,104100.0,6,12.0,EMP0045,2025-07-17T14:22:36,2025-07-19T14:22:36,Active
L00558,M01099,179800.0,12,12.0,EMP0028,2025-10-15T14:20:42,2025-10-15T14:20:42,Active
L00559,M01152,77700.0,12,12.0,EMP0020,2025-12-23T15:59:39,2025-12-26T15:59:39,Active
L00560,M01344,229700.0,24,12.0,EMP0001,2026-01-30T12:45:57,2026-01-30T12:45:57,Active
L00561,M01192,16800.0,6,12.0,EMP0036,2025-08-01T10:28:49,2025-08-01T10:28:49,Active
L00562,M01226,256800.0,18,12.0,EMP0040,2025-09-25T10:37:16,2025-09-26T10:37:16,Active
L00563,M00780,57800.0,18,12.0,EMP0001,2025-09-23T09:30:51,2025-09-23T09:30:51,Active
L00564,M01123,104200.0,18,12.0,EMP0020,2025-10-07T11:21:36,2025-10-09T11:21:36,Active
L00565,M00684,70500.0,6,12.0,EMP0028,2026-04-21T09:13:11,2026-04-24T09:13:11,Active
L00566,M00627,11900.0,36,12.0,EMP0033,2026-03-10T12:54:50,2026-03-10T12:54:50,Active
L00567,M01346,227000.0,36,12.0,EMP0032,2025-09-16T11:42:30,2025-09-19T11:42:30,Active
L00568,M00540,176900.0,36,12.0,EMP0028,2025-11-07T11:30:35,2025-11-09T11:30:35,Active
L00569,M01167,22200.0,24,12.0,EMP0032,2026-01-28T14:27:47,2026-01-28T14:27:47,Active
L00570,M00927,122500.0,24,12.0,EMP0041,2025-11-19T11:21:34,2025-11-20T11:21:34,Active
L00571,M00004,209000.0,24,12.0,EMP0034,2026-05-19T13:49:45,2026-05-21T13:49:45,Active
L00572,M00762,266600.0,24,12.0,EMP0027,2026-02-13T13:43:01,2026-02-16T13:43:01,Active
L00573,M00375,201300.0,36,12.0,EMP0045,2026-02-11T16:45:03,2026-02-12T16:45:03,Active
L00574,M00961,263900.0,6,12.0,EMP0041,2025-09-22T15:32:08,2025-09-23T15:32:08,Active
L00575,M01059,180600.0,18,12.0,EMP0022,2025-12-09T14:48:49,2025-12-11T14:48:49,Active
L00576,M00347,121600.0,18,12.0,EMP0025,2025-07-16T16:33:14,2025-07-19T16:33:14,Active
L00577,M01486,150000.0,6,12.0,EMP0033,2026-02-10T16:20:35,2026-02-10T16:20:35,Active
L00578,M00917,160700.0,18,12.0,EMP0018,2025-12-11T09:04:04,2025-12-13T09:04:04,Active
L00579,M01156,67800.0,36,12.0,EMP0009,2025-09-04T12:17:54,2025-09-04T12:17:54,Active
L00580,M00872,53900.0,6,12.0,EMP0001,2025-11-27T14:44:58,2025-11-28T14:44:58,Active
L00581,M01148,95700.0,24,12.0,EMP0006,2026-05-20T13:56:24,2026-05-22T13:56:24,Active
L00582,M00372,150300.0,36,12.0,EMP0018,2025-10-29T12:26:35,2025-11-01T12:26:35,Active
L00583,M00436,39700.0,36,12.0,EMP0036,2025-12-01T09:01:08,2025-12-02T09:01:08,Active
L00584,M00305,37800.0,18,12.0,EMP0019,2026-02-05T08:22:54,2026-02-06T08:22:54,Active
L00585,M00582,96300.0,6,12.0,EMP0018,2025-08-27T13:52:59,2025-08-27T13:52:59,Active
L00586,M00130,210900.0,24,12.0,EMP0034,2025-12-03T08:07:16,2025-12-04T08:07:16,Active
L00587,M00597,219200.0,24,12.0,EMP0045,2025-09-12T08:50:30,2025-09-14T08:50:30,Active
L00588,M01319,298600.0,12,12.0,EMP0028,2026-02-18T12:20:31,2026-02-18T12:20:31,Active
L00589,M00685,218500.0,12,12.0,EMP0046,2025-07-29T11:08:14,2025-07-31T11:08:14,Active
L00590,M00787,215600.0,36,12.0,EMP0019,2025-09-05T08:12:14,2025-09-06T08:12:14,Active
L00591,M01343,119800.0,36,12.0,EMP0037,2025-10-01T13:06:07,2025-10-02T13:06:07,Active
L00592,M00640,200300.0,12,12.0,EMP0018,2026-01-19T15:21:52,2026-01-20T15:21:52,Active
L00593,M00782,102800.0,18,12.0,EMP0024,2025-09-22T16:44:19,2025-09-22T16:44:19,Active
L00594,M00282,95400.0,12,12.0,EMP0034,2025-09-03T09:57:20,2025-09-06T09:57:20,Active
L00595,M00729,112600.0,6,12.0,EMP0037,2026-03-19T16:25:06,2026-03-19T16:25:06,Active
L00596,M00804,99800.0,18,12.0,EMP0010,2026-03-19T15:13:11,2026-03-19T15:13:11,Active
L00597,M01172,186300.0,24,12.0,EMP0007,2025-10-29T16:00:24,2025-10-31T16:00:24,Active
L00598,M01454,43400.0,36,12.0,EMP0001,2025-10-27T10:02:47,2025-10-29T10:02:47,Active
L00599,M00241,250500.0,36,12.0,EMP0010,2026-04-13T11:09:22,2026-04-13T11:09:22,Active
L00600,M00935,175000.0,12,12.0,EMP0019,2025-11-28T08:12:28,2025-11-30T08:12:28,Active
L00601,M00295,109600.0,18,12.0,EMP0036,2026-06-18T10:03:41,2026-06-18T10:03:41,Active
L00602,M00406,51700.0,12,12.0,EMP0036,2026-02-13T16:30:57,2026-02-15T16:30:57,Active
L00603,M00910,143200.0,6,12.0,EMP0036,2026-02-16T10:34:13,2026-02-16T10:34:13,Active
L00604,M00159,52900.0,24,12.0,EMP0036,2026-05-18T13:05:08,2026-05-18T13:05:08,Active
L00605,M00804,128100.0,12,12.0,EMP0036,2026-05-21T16:27:45,2026-05-22T16:27:45,Active
L00606,M00868,224600.0,18,12.0,EMP0036,2026-04-22T08:41:49,2026-04-25T08:41:49,Active
L00607,M00653,176500.0,6,12.0,EMP0036,2026-06-19T12:41:05,2026-06-20T12:41:05,Active
L00608,M00668,240300.0,24,12.0,EMP0036,2026-03-16T14:28:26,2026-03-18T14:28:26,Active
L00609,M00294,214100.0,18,12.0,EMP0036,2026-03-26T09:56:18,2026-03-27T09:56:18,Active
L00610,M00966,218600.0,36,12.0,EMP0036,2026-02-17T12:12:52,2026-02-17T12:12:52,Active
L00611,M01374,128100.0,36,12.0,EMP0036,2026-03-19T10:41:07,2026-03-22T10:41:07,Active
L00612,M00601,89200.0,12,12.0,EMP0036,2026-03-25T10:20:11,2026-03-26T10:20:11,Active
L00613,M00217,155200.0,18,12.0,EMP0036,2026-02-05T09:43:11,2026-02-06T09:43:11,Active
L00614,M00493,126200.0,36,12.0,EMP0036,2026-04-29T13:02:01,2026-04-30T13:02:01,Active
L00615,M01305,242800.0,6,12.0,EMP0036,2026-02-27T09:53:17,2026-03-02T09:53:17,Active
L00616,M00859,93500.0,36,12.0,EMP0036,2026-03-26T14:43:59,2026-03-27T14:43:59,Active
L00617,M00709,227200.0,18,12.0,EMP0036,2026-05-13T12:09:06,2026-05-13T12:09:06,Active
L00618,M00035,144500.0,12,12.0,EMP0036,2026-06-16T16:10:59,2026-06-19T16:10:59,Active
L00619,M00433,191500.0,36,12.0,EMP0036,2026-04-09T12:19:15,2026-04-10T12:19:15,Active
L00620,M00957,51700.0,18,12.0,EMP0036,2026-06-02T10:23:13,2026-06-03T10:23:13,Active
L00621,M00251,105300.0,36,12.0,EMP0036,2026-03-11T16:07:15,2026-03-12T16:07:15,Active
L00622,M01179,203300.0,6,12.0,EMP0036,2026-04-13T12:00:35,2026-04-16T12:00:35,Active
L00623,M00746,131400.0,18,12.0,EMP0036,2026-02-05T15:38:49,2026-02-06T15:38:49,Active
L00624,M00342,212700.0,18,12.0,EMP0036,2026-02-20T09:50:47,2026-02-23T09:50:47,Active
L00625,M01297,184000.0,12,12.0,EMP0036,2026-05-26T09:11:18,2026-05-28T09:11:18,Active
L00626,M00628,28600.0,18,12.0,EMP0042,2026-05-05T10:02:10,2026-05-05T10:02:10,Active
L00627,M00646,103900.0,18,12.0,EMP0043,2025-10-22T14:06:01,2025-10-24T14:06:01,Active
L00628,M00035,33900.0,36,12.0,EMP0037,2026-01-28T10:17:56,2026-01-31T10:17:56,Active
L00629,M00051,34600.0,6,12.0,EMP0007,2026-05-12T16:10:53,2026-05-12T16:10:53,Active
L00630,M00960,86500.0,36,12.0,EMP0041,2025-10-16T16:12:03,2025-10-19T16:12:03,Active
L00631,M00175,99000.0,12,12.0,EMP0024,2025-12-19T13:42:57,2025-12-21T13:42:57,Active
L00632,M01104,35700.0,18,12.0,EMP0023,2025-12-10T09:27:52,2025-12-11T09:27:52,Active
L00633,M00664,72400.0,24,12.0,EMP0043,2025-12-29T12:25:20,2026-01-01T12:25:20,Active
L00634,M01275,24400.0,36,12.0,EMP0028,2026-05-12T12:21:42,2026-05-12T12:21:42,Active
L00635,M00324,92300.0,12,12.0,EMP0023,2025-12-09T13:52:31,2025-12-09T13:52:31,Active
L00636,M00135,95000.0,12,12.0,EMP0022,2026-05-08T09:10:59,2026-05-09T09:10:59,Active
L00637,M01238,140200.0,24,12.0,EMP0023,2026-03-03T12:51:46,2026-03-04T12:51:46,Active
L00638,M00058,84700.0,6,12.0,EMP0023,2026-04-21T12:07:37,2026-04-24T12:07:37,Active
L00639,M00827,24300.0,24,12.0,EMP0018,2025-10-31T14:50:22,2025-11-02T14:50:22,Active
L00640,M00278,37500.0,6,12.0,EMP0032,2025-12-02T13:36:53,2025-12-05T13:36:53,Active
L00641,M00190,69200.0,36,12.0,EMP0022,2026-04-21T09:57:18,2026-04-21T09:57:18,Active
L00642,M00187,70900.0,12,12.0,EMP0009,2026-05-20T14:28:02,2026-05-21T14:28:02,Active
L00643,M00799,47200.0,24,12.0,EMP0024,2025-12-31T14:05:10,2026-01-03T14:05:10,Active
L00644,M00403,83600.0,36,12.0,EMP0045,2026-05-16T16:00:56,2026-05-19T16:00:56,Active
L00645,M00012,63500.0,24,12.0,EMP0041,2026-05-27T22:27:49,2026-05-27T22:27:49,Active
L00646,M00316,47400.0,6,12.0,EMP0018,2026-01-27T00:26:29,2026-01-30T00:26:29,Active
L00647,M00190,30700.0,12,12.0,EMP0043,2026-04-04T02:39:53,2026-04-07T02:39:53,Active
L00648,M00904,89200.0,6,12.0,EMP0036,2026-05-02T09:36:30,2026-05-02T09:36:30,Active
L00649,M00417,39900.0,6,12.0,EMP0024,2026-01-06T02:30:10,2026-01-09T02:30:10,Active
L00650,M00380,90400.0,36,12.0,EMP0009,2025-11-18T02:42:50,2025-11-20T02:42:50,Active
L00651,M00728,100900.0,6,12.0,EMP0020,2025-11-29T13:47:43,2025-12-02T13:47:43,Active
L00652,M00695,38200.0,36,12.0,EMP0027,2026-05-16T15:22:22,2026-05-18T15:22:22,Active
L00653,M00203,105900.0,24,12.0,EMP0018,2026-01-27T02:04:36,2026-01-30T02:04:36,Active
L00654,M00632,38500.0,36,12.0,EMP0036,2026-01-31T15:20:59,2026-02-01T15:20:59,Active
L00655,M01194,66900.0,6,12.0,EMP0032,2025-12-06T14:55:31,2025-12-08T14:55:31,Active
L00656,M00269,51600.0,36,12.0,EMP0027,2025-12-30T01:26:10,2025-12-31T01:26:10,Active
L00657,M00494,48600.0,24,12.0,EMP0010,2026-05-16T09:24:54,2026-05-16T09:24:54,Active
L00658,M01293,82100.0,24,12.0,EMP0018,2026-01-03T16:47:21,2026-01-05T16:47:21,Active
L00659,M01209,159900.0,36,12.0,EMP0041,2026-03-16T10:27:34,2026-03-18T10:27:34,Active
L00660,M01095,62100.0,6,12.0,EMP0027,2026-06-19T16:44:29,2026-06-22T16:44:29,Active
L00661,M01047,95500.0,18,12.0,EMP0020,2026-04-20T10:08:46,2026-04-22T10:08:46,Active
L00662,M01458,153400.0,36,12.0,EMP0006,2026-03-18T10:19:41,2026-03-20T10:19:41,Active
L00663,M01434,179400.0,6,12.0,EMP0046,2026-04-09T10:20:11,2026-04-12T10:20:11,Active
L00664,M00783,164400.0,18,12.0,EMP0025,2026-06-18T12:19:24,2026-06-21T12:19:24,Active
L00665,M00211,93800.0,24,12.0,EMP0001,2026-04-17T10:36:13,2026-04-17T10:36:13,Active
L00666,M01003,188900.0,36,12.0,EMP0020,2026-04-29T13:24:25,2026-05-01T13:24:25,Active
L00667,M01278,107400.0,6,12.0,EMP0020,2026-05-27T11:42:09,2026-05-30T11:42:09,Active
L00668,M01354,49200.0,18,12.0,EMP0024,2026-04-08T12:38:27,2026-04-09T12:38:27,Active
